id, date, time, day, session, trial, tau, ild, itd, ratio, revno, rove, srove, vrove, correct, answer
2002, 2018-03-13, 13:13:54, 1, 3, 45, 4.000, 10.0, 0.000, -16.000000, 0, 10, 3.527326, 5.985408, 1, 1
2002, 2018-03-13, 13:13:56, 1, 3, 46, 4.000, 10.0, 0.000, -19.000000, 0, 10, 0.542680, 1.231126, 1, 1
2002, 2018-03-13, 13:13:58, 1, 3, 47, 4.000, 10.0, 0.000, -19.000000, 0, 10, 5.548989, 9.151466, 1, 1
2002, 2018-03-13, 13:14:00, 1, 3, 48, 4.000, 10.0, 0.000, -22.000000, 0, 10, 2.564085, 6.066881, 1, 1
2002, 2018-03-13, 13:14:03, 1, 3, 49, 4.000, 10.0, 0.000, -22.000000, 11, 10, -2.255455, 5.124193, 0, 1
2002, 2018-03-13, 13:14:05, 1, 3, 50, 4.000, 10.0, 0.000, -19.000000, 0, 10, -3.163466, 6.977545, 0, 1
2002, 2018-03-13, 13:14:07, 1, 3, 51, 4.000, 10.0, 0.000, -16.000000, 0, 10, 9.352354, -9.320403, 0, 0
2002, 2018-03-13, 13:14:10, 1, 3, 52, 4.000, 10.0, 0.000, -16.000000, 12, 10, -3.435751, -0.716427, 1, 1
2002, 2018-03-13, 13:14:12, 1, 3, 53, 4.000, 10.0, 0.000, -19.000000, 0, 10, 7.548316, 7.055374, 1, 1
2002, 2018-03-13, 13:14:14, 1, 3, 54, 4.000, 10.0, 0.000, -19.000000, 13, 10, 9.538990, 1.138297, 0, 1
2002, 2018-03-13, 13:14:17, 1, 3, 55, 4.000, 10.0, 0.000, -16.000000, 0, 10, 4.046421, -2.566795, 1, 1
2002, 2018-03-13, 13:14:19, 1, 3, 56, 4.000, 10.0, 0.000, -16.000000, 14, 10, -5.668818, 5.571254, 0, 0
2002, 2018-03-13, 13:14:21, 1, 3, 57, 4.000, 10.0, 0.000, -17.000000, 0, 10, 0.587895, 1.617311, 0, 0
2002, 2018-03-13, 13:14:23, 1, 3, 58, 4.000, 10.0, 0.000, -17.000000, 15, 10, 7.710176, -3.060539, 0, 1
2002, 2018-03-13, 13:14:26, 1, 3, 59, 4.000, 10.0, 0.000, -16.000000, 0, 10, 8.622243, 4.507793, 0, 0
2002, 2018-03-13, 13:14:28, 1, 3, 60, 4.000, 10.0, 0.000, -16.000000, 16, 10, 1.917928, 9.316582, 0, 0
2002, 2018-03-13, 13:15:40, 1, 4, 1, 4.000, 0.0, 0.350, 10.000000, 0, 10, -2.485485, -8.262359, 1, 1
2002, 2018-03-13, 13:15:43, 1, 4, 2, 4.000, 0.0, 0.350, 5.000000, 0, 10, 7.976606, 6.227734, 1, 1
2002, 2018-03-13, 13:15:45, 1, 4, 3, 4.000, 0.0, 0.350, 0.000000, 0, 10, -0.689925, -9.107679, 0, 0
2002, 2018-03-13, 13:15:47, 1, 4, 4, 4.000, 0.0, 0.350, -5.000000, 1, 10, 6.600283, 6.812904, 0, 1
2002, 2018-03-13, 13:15:50, 1, 4, 5, 4.000, 0.0, 0.350, 0.000000, 0, 10, -2.679944, 4.266796, 0, 1
2002, 2018-03-13, 13:15:52, 1, 4, 6, 4.000, 0.0, 0.350, 5.000000, 0, 10, 8.846939, 7.772460, 1, 1
2002, 2018-03-13, 13:15:55, 1, 4, 7, 4.000, 0.0, 0.350, 5.000000, 2, 10, 6.828980, 6.488985, 1, 1
2002, 2018-03-13, 13:15:57, 1, 4, 8, 4.000, 0.0, 0.350, 0.000000, 0, 10, -1.225288, 1.567211, 0, 0
2002, 2018-03-13, 13:15:59, 1, 4, 9, 4.000, 0.0, 0.350, 0.000000, 3, 10, 8.710607, -1.420114, 1, 0
2002, 2018-03-13, 13:16:01, 1, 4, 10, 4.000, 0.0, 0.350, 5.000000, 0, 10, -5.087184, 0.004741, 0, 0
